X;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;CJA
décompte;0;0.0106101;0.00790514;0;0;0.00997506;0;0;0;0;0
valeur de retour;0;0.0209974;0.0156863;0;0;0.0197531;0;0;0.018648;0;0
passage par référence;0;0.0106101;0;0.0103359;0;0;0;0;0;0;0.0102041
traiter;0;0.0026738;0;0;0;0;0;0;0;0;0
navigation;0;0.00533333;0;0.00519481;0;0;0;0;0;0;0
rouen;0;0.0026738;0;0;0;0;0;0;0;0;0
code postal;0;0.00533333;0;0;0;0.00501253;0;0;0;0;0
bouton radio;0;0.00533333;0;0;0;0.00501253;0;0;0;0;0
radio;0;0.0209974;0;0.0204604;0;0.0197531;0;0;0.018648;0;0
multiple;0;0.00533333;0;0;0;0;0;0;0.00472813;0;0
touche ctrl;0;0.0026738;0;0;0;0;0;0;0;0;0
transfert de fichier;0;0.0026738;0;0;0;0;0;0;0;0;0
fread;0;0.0106101;0.00790514;0.0103359;0;0;0;0;0;0;0
fin de fichier;0;0.00533333;0.00396825;0;0;0;0;0;0;0;0
existence;0;0.0106101;0;0;0.00835073;0.00997506;0;0;0;0;0
carte d’identité;0;0.0026738;0;0;0;0;0;0;0;0;0
timestamp;0;0.0106101;0;0;0.00835073;0.00997506;0;0;0;0;0
min;0;0.00533333;0;0;0;0.00501253;0;0;0;0;0
exe;0;0.0026738;0;0;0;0;0;0;0;0;0
xhtml;0;0.00533333;0.00396825;0;0;0;0;0;0;0;0
2.0;0;0.0026738;0;0;0;0;0;0;0;0;0
base;0;0;0.00198807;0;0;0;0;0;0;0;0
séparateur;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
supprimer;0;0;0.00198807;0;0;0;0;0;0;0;0
précédence;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
bits;0;0;0.00790514;0;0.00835073;0;0;0;0;0;0.0102041
strftime;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
modifier;0;0;0.00198807;0;0;0;0;0;0;0;0
numériques;0;0;0.00198807;0;0;0;0;0;0;0;0
réels;0;0;0.00790514;0;0;0.00997506;0;0;0;0;0.0102041
enum;0;0;0.00198807;0;0;0;0;0;0;0;0
fulltext;0;0;0.00198807;0;0;0;0;0;0;0;0
fichier par;0;0;0.00198807;0;0;0;0;0;0;0;0
sortie;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
sortie standard;0;0;0.00790514;0.0103359;0.00835073;0;0;0;0;0;0
fermer;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
système de fichiers;0;0;0.00198807;0;0;0;0;0;0;0;0
comparer;0;0;0.00198807;0;0;0;0;0;0;0;0
couleurs;0;0;0.0599251;0.0771084;0.0631164;0.0745921;0;0;0.0706402;0;0.0761905
rectangle;0;0;0.00198807;0;0;0;0;0;0;0;0
polygones;0;0;0.00198807;0;0;0;0;0;0;0;0
destructeur;0;0;0.00198807;0;0;0;0;0;0;0;0
nouveauté;0;0;0.00198807;0;0;0;0;0;0;0;0
exceptions;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
sauvegarder;0;0;0.0156863;0;0.0165631;0.0197531;0;0;0;0;0.020202
inspirer;0;0;0.00198807;0;0;0;0;0;0;0;0
rasmus lerdorf;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
site personnel;0;0;0.00198807;0;0;0;0;0;0;0;0
interpreter;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
contributeurs;0;0;0.00198807;0;0;0;0;0;0;0;0
juin;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
zeev suraski;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
modulaire;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
extensible;0;0;0.00198807;0;0;0;0;0;0;0;0
supplémentaires;0;0;0.00790514;0;0.00835073;0.00997506;0;0;0;0;0
manquer;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
zend;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
zend engine;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
mai;0;0;0.00198807;0;0;0;0;0;0;0;0
c++;0;0;0.030888;0.0401003;0.0325866;0.0387409;0;0;0;0;0.039604
xml;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
forum;0;0;0.00198807;0;0;0;0;0;0;0;0
messagerie;0;0;0.00396825;0;0;0;0;0;0.00472813;0;0
banque;0;0;0.00790514;0.0103359;0;0.00997506;0;0;0;0;0
publication en ligne;0;0;0.00198807;0;0;0;0;0;0;0;0
incorporer;0;0;0.00198807;0;0;0;0;0;0;0;0
semblant;0;0;0.00198807;0;0;0;0;0;0;0;0
dédier;0;0;0.00198807;0;0;0;0;0;0;0;0
vitesse;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
côté;0;0;0.00198807;0;0;0;0;0;0;0;0
vbscript;0;0;0.00198807;0;0;0;0;0;0;0;0
jscript;0;0;0.00198807;0;0;0;0;0;0;0;0
activex;0;0;0.00198807;0;0;0;0;0;0;0;0
portage;0;0;0.00198807;0;0;0;0;0;0;0;0
plate-forme;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
langage de programmation procédural;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
mac;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
distribution linux;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
mode;0;0;0.0599251;0.0771084;0.0631164;0.0745921;0;0;0.0706402;0;0.0761905
répertoire personnel;0;0;0.00198807;0;0;0;0;0;0;0;0
complexe;0;0;0.0156863;0;0.0165631;0.0197531;0;0;0;0;0.020202
uvre;0;0;0.0156863;0.0204604;0;0.0197531;0;0;0;0;0.020202
employer;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
easyphp;0;0;0.00198807;0;0;0;0;0;0;0;0
coloration syntaxique;0;0;0.00198807;0;0;0;0;0;0;0;0
mozilla;0;0;0.00396825;0.00519481;0;0;0;0;0;0;0
galeon;0;0;0.00198807;0;0;0;0;0;0;0;0
konqueror;0;0;0.00198807;0;0;0;0;0;0;0;0
bordélique;0;0;0.00198807;0;0;0;0;0;0;0;0
endroit;0;0;0.0156863;0;0.0165631;0.0197531;0;0;0.018648;0;0
souple;0;0;0.00198807;0;0;0;0;0;0;0;0
point-virgule;0;0;0.00790514;0;0;0.00997506;0;0;0;0;0.0102041
sensible;0;0;0.0156863;0.0204604;0.0165631;0.0197531;0;0;0;0;0
lettre;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
contexte;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
transtypage;0;0;0.0156863;0.0204604;0;0.0197531;0;0;0;0;0.020202
signe égal;0;0;0.00198807;0;0;0;0;0;0;0;0
sans;0;0;0.00198807;0;0;0;0;0;0;0;0
echo;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
affiche;0;0;0.00396825;0;0;0;0;0;0.00472813;0;0
globale;0;0;0.0156863;0;0;0.0197531;0;0;0.018648;0;0.020202
variable locale;0;0;0.00790514;0;0;0;0.0120482;0;0;0;0.0102041
locale;0;0;0.00396825;0;0;0;0.00606061;0;0;0;0
files;0;0;0;0;0;0.00997506;0.0120482;0;0;0;0.0102041
upload;0;0;0.00198807;0;0;0;0;0;0;0;0
cache;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
dynamique;0;0;0.00198807;0;0;0;0;0;0;0;0
ambiguïté;0;0;0.00198807;0;0;0;0;0;0;0;0
chaîne vide;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
booléenne;0;0;0.00198807;0;0;0;0;0;0;0;0
architecture;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
nombre à virgule flottante;0;0;0.00790514;0.0103359;0;0;0;0;0.00941176;0;0
puissance de 10;0;0;0.00198807;0;0;0;0;0;0;0;0
ascii;0;0;0.00790514;0.0103359;0;0;0;0;0;0;0.0102041
unicode;0;0;0.00198807;0;0;0;0;0;0;0;0
échapper;0;0;0.00198807;0;0;0;0;0;0;0;0
lf;0;0;0.00198807;0;0;0;0;0;0;0;0
carriage return;0;0;0.00198807;0;0;0;0;0;0;0;0
cr;0;0;0.00198807;0;0;0;0;0;0;0;0
antislash;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
notation octale;0;0;0.00198807;0;0;0;0;0;0;0;0
notation hexadécimale;0;0;0.00198807;0;0;0;0;0;0;0;0
hexadécimale;0;0;0.00198807;0;0;0;0;0;0;0;0
numérique;0;0;0.00790514;0;0;0;0.0120482;0;0.00941176;0;0
table de hachage;0;0;0.00790514;0.0103359;0;0;0;0;0;0;0.0102041
pile;0;0;0.00790514;0;0.00835073;0;0;0;0;0;0.0102041
volée;0;0;0.00198807;0;0;0;0;0;0;0;0
casse;0;0;0.00198807;0;0;0;0;0;0;0;0
redéfinir;0;0;0.00198807;0;0;0;0;0;0;0;0
gauche;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
droite;0;0;0.00790514;0.0103359;0;0;0;0;0;0;0.0102041
croître;0;0;0.00198807;0;0;0;0;0;0;0;0
associativité;0;0;0.00198807;0;0;0;0;0;0;0;0
division par deux;0;0;0.00198807;0;0;0;0;0;0;0;0
deux;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
message;0;0;0.0156863;0;0.0165631;0;0;0.0265781;0;0;0.020202
oeil;0;0;0.00198807;0;0;0;0;0;0;0;0
exécutée;0;0;0.00198807;0;0;0;0;0;0;0;0
sorte;0;0;0.00198807;0;0;0;0;0;0;0;0
ressembler à;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
homologue;0;0;0.00198807;0;0;0;0;0;0;0;0
existe;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
appel de fonction;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
valeur par défaut;0;0;0.030888;0.0401003;0.0325866;0.0387409;0;0;0.0366133;0;0
type de valeurs;0;0;0.00396825;0;0;0;0;0.00677966;0;0;0
devoir;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
couvrir;0;0;0.00198807;0;0;0;0;0;0;0;0
limitation;0;0;0.00198807;0;0;0;0;0;0;0;0
conteneur;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
chose;0;0;0.0156863;0.0204604;0.0165631;0.0197531;0;0;0;0;0
premier;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
choix multiples;0;0;0.00198807;0;0;0;0;0;0;0;0
vin;0;0;0.00198807;0;0;0;0;0;0;0;0
format de date;0;0;0.00198807;0;0;0;0;0;0;0;0
langue anglaise;0;0;0.030888;0.0401003;0;0.0387409;0;0;0.0366133;0;0.039604
français;0;0;0.00790514;0;0;0.00997506;0;0;0.00941176;0;0
heure internet;0;0;0.00198807;0;0;0;0;0;0;0;0
vendredi;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
janvier;0;0;0.00198807;0;0;0;0;0;0;0;0
hiver;0;0;0.00198807;0;0;0;0;0;0;0;0
heure de greenwich;0;0;0.00198807;0;0;0;0;0;0;0;0
dec;0;0;0.00198807;0;0;0;0;0;0;0;0
fuseau horaire;0;0;0.00198807;0;0;0;0;0;0;0;0
dimanche;0;0;0.00790514;0;0.00835073;0.00997506;0;0;0;0;0
samedi;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
lundi;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
second;0;0;0.00198807;0;0;0;0;0;0;0;0
fonction;0;0;0.00198807;0;0;0;0;0;0;0;0
siècle;0;0;0.00198807;0;0;0;0;0;0;0;0
numérique;0;0;0.00198807;0;0;0;0;0;0;0;0
intervalle;0;0;0.00198807;0;0;0;0;0;0;0;0
semaine 1;0;0;0.00198807;0;0;0;0;0;0;0;0
abréviation;0;0;0.00198807;0;0;0;0;0;0;0;0
littéral;0;0;0.00790514;0;0;0.00997506;0;0;0;0;0.0102041
september;0;0;0.00198807;0;0;0;0;0;0;0;0
septembre;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
semaine 3;0;0;0.00198807;0;0;0;0;0;0;0;0
mysql ab;0;0;0.00198807;0;0;0;0;0;0;0;0
licence;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
licence gpl;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
support technique;0;0;0.00198807;0;0;0;0;0;0;0;0
étrangères;0;0;0.00198807;0;0;0;0;0;0;0;0
notamment;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
moteur de recherche;0;0;0.00198807;0;0;0;0;0;0;0;0
sqlplus;0;0;0.00198807;0;0;0;0;0;0;0;0
intuitif;0;0;0.00198807;0;0;0;0;0;0;0;0
toolkit;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
qt;0;0;0.00198807;0;0;0;0;0;0;0;0
doute;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
administrateur;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
mise à jour;0;0;0.0156863;0;0;0.0197531;0.0238095;0;0;0;0.020202
varchar;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
tenir compte;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
quantité variables;0;0;0.00198807;0;0;0;0;0;0;0;0
medium;0;0;0.00198807;0;0;0;0;0;0;0;0
tris;0;0;0.00198807;0;0;0;0;0;0;0;0
champ de;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
insérer;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
plupart;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
préférence;0;0;0.00198807;0;0;0;0;0;0;0;0
février;0;0;0.00198807;0;0;0;0;0;0;0;0
mise;0;0;0.00790514;0;0;0.00997506;0;0;0.00941176;0;0
expliquer;0;0;0.00198807;0;0;0;0;0;0;0;0
plage;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
mm;0;0;0.00198807;0;0;0;0;0;0;0;0
fraction;0;0;0.00198807;0;0;0;0;0;0;0;0
soumettre;0;0;0.00198807;0;0;0;0;0;0;0;0
crash;0;0;0.00198807;0;0;0;0;0;0;0;0
contraintes;0;0;0.00790514;0;0;0.00997506;0;0;0;0;0.0102041
intégrité;0;0;0.00198807;0;0;0;0;0;0;0;0
parente;0;0;0.00198807;0;0;0;0;0;0;0;0
clé étrangère;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
fils;0;0;0.00198807;0;0;0;0;0;0;0;0
critère;0;0;0.00790514;0;0;0.00997506;0;0;0;0;0.0102041
flotter;0;0;0.00198807;0;0;0;0;0;0;0;0
order;0;0;0.00198807;0;0;0;0;0;0;0;0
simplicité;0;0;0.00198807;0;0;0;0;0;0;0;0
ouverte;0;0;0.00198807;0;0;0;0;0;0;0;0
échec;0;0;0.00790514;0;0.00835073;0.00997506;0;0;0;0;0
numéroter;0;0;0.00198807;0;0;0;0;0;0;0;0
identiques;0;0;0.00198807;0;0;0;0;0;0;0;0
renommer;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
avoir besoin de;0;0;0.0156863;0;0.0165631;0.0197531;0;0;0;0;0.020202
valeur;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
liste chaînée;0;0;0.00198807;0;0;0;0;0;0;0;0
activer;0;0;0.00198807;0;0;0;0;0;0;0;0
mode texte;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
fin;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
fichier csv;0;0;0.00198807;0;0;0;0;0;0;0;0
ret;0;0;0.00198807;0;0;0;0;0;0;0;0
fichier binaire;0;0;0.00198807;0;0;0;0;0;0;0;0
calculer;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
réussite;0;0;0.00198807;0;0;0;0;0;0;0;0
chdir;0;0;0.00198807;0;0;0;0;0;0;0;0
argument;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
relatif;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
prochaine;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
sous;0;0;0.00198807;0;0;0;0;0;0;0;0
base 8;0;0;0.00198807;0;0;0;0;0;0;0;0
type de fichier;0;0;0.00198807;0;0;0;0;0;0;0;0
fifo;0;0;0.00198807;0;0;0;0;0;0;0;0
pointé;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
inode;0;0;0.00198807;0;0;0;0;0;0;0;0
taille de bloc;0;0;0.00198807;0;0;0;0;0;0;0;0
shell unix;0;0;0.00198807;0;0;0;0;0;0;0;0
dirname;0;0;0.00790514;0.0103359;0.00835073;0;0;0;0;0;0
chown;0;0;0.00198807;0;0;0;0;0;0;0;0
chgrp;0;0;0.00198807;0;0;0;0;0;0;0;0
copy;0;0;0.00396825;0.00519481;0;0;0;0;0;0;0
hard link;0;0;0.00198807;0;0;0;0;0;0;0;0
lien symbolique;0;0;0.00198807;0;0;0;0;0;0;0;0
masque;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
rename;0;0;0.00396825;0.00519481;0;0;0;0;0;0;0
umask;0;0;0.00396825;0.00519481;0;0;0;0;0;0;0
encodage;0;0;0.00790514;0;0.00835073;0.00997506;0;0;0;0;0
avatar;0;0;0.00198807;0;0;0;0;0;0;0;0
vérification;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
pire;0;0;0.00198807;0;0;0;0;0;0;0;0
boite de dialogue;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
gestionnaire de fichier;0;0;0.00198807;0;0;0;0;0;0;0;0
cliquer;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
bouton;0;0;0.00396825;0.00519481;0;0;0;0;0;0;0
temp;0;0;0.00198807;0;0;0;0;0;0;0;0
fichier temporaire;0;0;0.00198807;0;0;0;0;0;0;0;0
verrouiller;0;0;0.00198807;0;0;0;0;0;0;0;0
caractère nul;0;0;0.00198807;0;0;0;0;0;0;0;0
inverse;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
oreille;0;0;0.00198807;0;0;0;0;0;0;0;0
fonctionnement;0;0;0.00198807;0;0;0;0;0;0;0;0
quotes;0;0;0.00198807;0;0;0;0;0;0;0;0
formater;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
troisième;0;0;0.00198807;0;0;0;0;0;0;0;0
colle;0;0;0.00198807;0;0;0;0;0;0;0;0
longueur;0;0;0.00790514;0;0.00835073;0;0;0;0;0;0.0102041
invisibles;0;0;0.00790514;0;0;0;0;0.013468;0;0;0.0102041
égale;0;0;0.00198807;0;0;0;0;0;0;0;0
expiration;0;0;0.00198807;0;0;0;0;0;0;0;0
avoir lieu;0;0;0.030888;0;0.0325866;0.0387409;0;0;0.0366133;0;0.039604
variable globale;0;0;0.00396825;0;0;0;0.00606061;0;0;0;0
authentification;0;0;0.0156863;0.0204604;0.0165631;0.0197531;0;0;0;0;0
déconnexion;0;0;0.00396825;0;0;0;0;0;0.00472813;0;0
évidente;0;0;0.00198807;0;0;0;0;0;0;0;0
connecté;0;0;0.00198807;0;0;0;0;0;0;0;0
démarrer;0;0;0.00790514;0;0;0.00997506;0;0;0.00941176;0;0
sauvegarde;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
cookie de session;0;0;0.00198807;0;0;0;0;0;0;0;0
recommencer;0;0;0.00198807;0;0;0;0;0;0;0;0
unix_timestamp;0;0;0.00198807;0;0;0;0;0;0;0;0
retirer;0;0;0.00198807;0;0;0;0;0;0;0;0
dll;0;0;0.00198807;0;0;0;0;0;0;0;0
jpeg;0;0;0.00198807;0;0;0;0;0;0;0;0
windows bitmap;0;0;0.00198807;0;0;0;0;0;0;0;0
truecolor;0;0;0.00198807;0;0;0;0;0;0;0;0
largeur;0;0;0.00198807;0;0;0;0;0;0;0;0
gd;0;0;0.00198807;0;0;0;0;0;0;0;0
gif;0;0;0.00198807;0;0;0;0;0;0;0;0
psd;0;0;0.00198807;0;0;0;0;0;0;0;0
tiff;0;0;0.00198807;0;0;0;0;0;0;0;0
intel;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
rouge;0;0;0.0156863;0.0204604;0.0165631;0;0;0;0.018648;0;0
vert;0;0;0.00396825;0;0.00419287;0;0;0;0;0;0
rvb;0;0;0.00198807;0;0;0;0;0;0;0;0
coordonnées;0;0;0.00396825;0;0;0;0;0;0.00472813;0;0
total;0;0;0.00790514;0;0;0.00997506;0;0;0;0;0.0102041
blue;0;0;0.00198807;0;0;0;0;0;0;0;0
cercle;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
ellipse;0;0;0.00198807;0;0;0;0;0;0;0;0
mot-clé;0;0;0.00198807;0;0;0;0;0;0;0;0
constante;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
classe d;0;0;0.00198807;0;0;0;0;0;0;0;0
autre;0;0;0.00790514;0;0;0.00997506;0;0;0;0;0.0102041
héritage multiple;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
classe a;0;0;0.00198807;0;0;0;0;0;0;0;0
faire référence;0;0;0.00198807;0;0;0;0;0;0;0;0
type b;0;0;0.00198807;0;0;0;0;0;0;0;0
ramasse-miettes;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
code objet;0;0;0.00198807;0;0;0;0;0;0;0;0
clonage;0;0;0.00198807;0;0;0;0;0;0;0;0
directe;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
explicite;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
via;0;0;0.00198807;0;0;0;0;0;0;0;0
descripteur de fichiers;0;0;0.00198807;0;0;0;0;0;0;0;0
o3;0;0;0.00198807;0;0;0;0;0;0;0;0
substituer;0;0;0.00198807;0;0;0;0;0;0;0;0
utile;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
abstraire;0;0;0.0156863;0;0.0165631;0;0;0;0.018648;0;0.020202
abstraites;0;0;0.00790514;0;0;0;0;0;0.00941176;0;0.0102041
classe abstraite;0;0;0.00790514;0;0;0;0;0;0.00941176;0;0.0102041
dérivée;0;0;0.00396825;0;0;0;0;0;0.00472813;0;0
implémentant;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
final;0;0;0.0156863;0;0;0;0;0.0265781;0.018648;0;0.020202
prototypes;0;0;0.00198807;0;0;0;0;0;0;0;0
template;0;0;0.00198807;0;0;0;0;0;0;0;0
contraire;0;0;0.00396825;0;0;0;0;0;0.00472813;0;0
variable;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
iterator;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
infos;0;0;0.030888;0.0401003;0.0325866;0.0387409;0;0;0;0;0.039604
numéro de ligne;0;0;0.00198807;0;0;0;0;0;0;0;0
erreur;0;0;0.00198807;0;0;0;0;0;0;0;0
parent;0;0;0.00790514;0;0;0.00997506;0;0;0.00941176;0;0
ancien système;0;0;0.00198807;0;0;0;0;0;0;0;0
erreur de syntaxe;0;0;0.00198807;0;0;0;0;0;0;0;0
intéresser;0;0;0.00198807;0;0;0;0;0;0;0;0
réception;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
cas objet;0;0;0.00198807;0;0;0;0;0;0;0;0
internes;0;0;0.00396825;0;0;0;0;0;0;0;0.00512821
supporter;0;0;0.00198807;0;0;0;0;0;0;0;0
remplissage;0;0;0.00396825;0;0;0.00501253;0;0;0;0;0
structure;0;0;0.00198807;0;0;0;0;0;0;0;0
université antilles guyane;0;0;0;0.00260417;0;0;0;0;0;0;0
feuilles de style;0;0;0;0.00260417;0;0;0;0;0;0;0
pdf;0;0;0;0.0103359;0.00835073;0.00997506;0;0;0;0;0
noël;0;0;0;0.00260417;0;0;0;0;0;0;0
client http;0;0;0;0.00260417;0;0;0;0;0;0;0
composer;0;0;0;0.0103359;0;0.00997506;0;0;0;0;0.0102041
recommandation w3c;0;0;0;0.00260417;0;0;0;0;0;0;0
êtres;0;0;0;0.00519481;0;0.00501253;0;0;0;0;0
structuration;0;0;0;0.0103359;0;0;0.0120482;0;0;0;0.0102041
désormais;0;0;0;0.00260417;0;0;0;0;0;0;0
liste à puces;0;0;0;0.0103359;0.00835073;0;0;0;0;0;0.0102041
inline;0;0;0;0.00260417;0;0;0;0;0;0;0
disponibilité;0;0;0;0.00519481;0;0;0;0;0;0;0.00512821
arial;0;0;0;0.00260417;0;0;0;0;0;0;0
texte gras;0;0;0;0.00260417;0;0;0;0;0;0;0
abuser;0;0;0;0.00519481;0;0.00501253;0;0;0;0;0
css 3;0;0;0;0.00519481;0.00419287;0;0;0;0;0;0
souris;0;0;0;0.00519481;0;0;0;0;0;0;0.00512821
positionnement;0;0;0;0.00519481;0;0;0;0;0;0;0.00512821
charset;0;0;0;0.00260417;0;0;0;0;0;0;0
auto;0;0;0;0.0103359;0.00835073;0;0;0;0;0;0.0102041
allonger;0;0;0;0.00260417;0;0;0;0;0;0;0
chevauchements;0;0;0;0.00260417;0;0;0;0;0;0;0
em;0;0;0;0.00260417;0;0;0;0;0;0;0
active server pages;0;0;0;0.00260417;0;0;0;0;0;0;0
microsoft;0;0;0;0.0204604;0.0165631;0.0197531;0;0;0.018648;0;0
exécutable;0;0;0;0.0103359;0;0.00997506;0;0;0;0;0.0102041
connaissance;0;0;0;0.00260417;0;0;0;0;0;0;0
dictionnaires;0;0;0;0.00260417;0;0;0;0;0;0;0
bois;0;0;0;0.00260417;0;0;0;0;0;0;0
key;0;0;0;0.00260417;0;0;0;0;0;0;0
info;0;0;0;0.00260417;0;0;0;0;0;0;0
parcours;0;0;0;0.0204604;0.0165631;0.0197531;0;0;0;0;0.020202
pouvoir;0;0;0;0.00260417;0;0;0;0;0;0;0
httpd;0;0;0;0.00260417;0;0;0;0;0;0;0
statiques;0;0;0;0.00519481;0;0;0;0;0.00472813;0;0
sport;0;0;0;0.0103359;0;0.00997506;0;0;0.00941176;0;0
selection multiple;0;0;0;0.00260417;0;0;0;0;0;0;0
saisir;0;0;0;0.00260417;0;0;0;0;0;0;0
nom;0;0;0;0.00260417;0;0;0;0;0;0;0
mode connecté;0;0;0;0.00260417;0;0;0;0;0;0;0
rattacher;0;0;0;0.00260417;0;0;0;0;0;0;0
durée de vie;0;0;0;0.0103359;0;0;0;0;0.00941176;0;0.0102041
path;0;0;0;0.0103359;0.00835073;0;0;0;0;0;0.0102041
nobody;0;0;0;0.00260417;0;0;0;0;0;0;0
basename;0;0;0;0.00260417;0;0;0;0;0;0;0
touch;0;0;0;0.00519481;0;0.00501253;0;0;0;0;0
friends;0;0;0;0.00260417;0;0;0;0;0;0;0
epub;0;0;0;0;0.00210084;0;0;0;0;0;0
filtrage;0;0;0;0;0.00210084;0;0;0;0;0;0
validation;0;0;0;0;0.00210084;0;0;0;0;0;0
symfony;0;0;0;0;0.00210084;0;0;0;0;0;0
application;0;0;0;0;0.00210084;0;0;0;0;0;0
web service;0;0;0;0;0.00210084;0;0;0;0;0;0
web mobile;0;0;0;0;0.00210084;0;0;0;0;0;0
mobile;0;0;0;0;0.00210084;0;0;0;0;0;0
compilateur;0;0;0;0;0.00835073;0.00997506;0;0;0;0;0.0102041
compilateur jit;0;0;0;0;0.00210084;0;0;0;0;0;0
sortie;0;0;0;0;0.00210084;0;0;0;0;0;0
programmeur;0;0;0;0;0.00419287;0;0;0;0;0;0.00512821
ca;0;0;0;0;0.00210084;0;0;0;0;0;0
livre;0;0;0;0;0.00419287;0.00501253;0;0;0;0;0
hiphop;0;0;0;0;0.00210084;0;0;0;0;0;0
machine virtuelle;0;0;0;0;0.00419287;0;0;0;0;0;0.00512821
typage fort;0;0;0;0;0.00210084;0;0;0;0;0;0
framework;0;0;0;0;0.00419287;0;0;0;0;0;0.00512821
phalcon;0;0;0;0;0.00210084;0;0;0;0;0;0
compilation aot;0;0;0;0;0.00210084;0;0;0;0;0;0
yahoo;0;0;0;0;0.00210084;0;0;0;0;0;0
content management systems;0;0;0;0;0.00210084;0;0;0;0;0;0
