Concept ID;Level;Nb Obj;Nb Att;Objects;Attributes;
0;5;0;13;;A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,C6,C7,C8,;
1;4;1;4;computer bn:00021464n,;A2,C3,C5,C7,;
2;3;1;3;systems bn:15125301n,;A1,A5,C3,;
3;2;1;2;mathematics bn:00053823n,;A4,C2,;
4;2;1;2;state machine bn:00212740n,;C1,C7,;
5;2;1;2;problem bn:00048242n,;A1,C1,;
6;3;1;3;example bn:00032100n,;A3,C5,C7,;
7;4;1;4;number bn:00058285n,;A2,C5,C7,C8,;
8;3;1;3;state transition bn:03348716n,;C2,C6,C8,;
9;2;1;2;orthogonality bn:00059586n,;C4,C5,;
10;2;1;3;semantics bn:00070404n,;A1,A5,C5,;
11;2;1;2;concept bn:00021547n,;C1,C8,;
12;3;1;3;effect bn:00021961n,;A1,A3,C3,;
13;3;2;3;computer bn:00021464n,number bn:00058285n,;A2,C5,C7,;
14;2;2;2;statecharts bn:01128895n,second bn:00095974a,;C1,C4,;
15;2;2;2;systems bn:15125301n,semantics bn:00070404n,;A1,A5,;
16;2;2;2;systems bn:15125301n,effect bn:00021961n,;A1,C3,;
17;2;2;2;state transition bn:03348716n,possible bn:00108829a,;C6,C8,;
18;2;2;2;state transition bn:03348716n,definition bn:00025928n,;C2,C8,;
19;1;4;1;systems bn:15125301n,tool bn:00077585n,semantics bn:00070404n,traffic light bn:00074441n,;A5,;
20;1;4;1;mathematics bn:00053823n,output bn:00036821n,sequence bn:00070574n,bit bn:00010731n,;A4,;
21;2;5;2;science bn:00069670n,computer bn:00021464n,example bn:00032100n,number bn:00058285n,automata bn:00007371n,;C5,C7,;
22;1;5;1;example bn:00032100n,achieved bn:00082226v,effect bn:00021961n,management bn:00053116n,strategy bn:00069579n,;A3,;
23;1;7;1;computer bn:00021464n,networks bn:00024712n,set bn:00070697n,number bn:00058285n,application bn:00005095n,subset bn:00074971n,new york bn:00041611n,;A2,;
24;1;7;1;systems bn:15125301n,complex system bn:03086504n,problem bn:00048242n,way bn:00033729n,main bn:00099598a,semantics bn:00070404n,effect bn:00021961n,;A1,;
25;1;8;1;science bn:00069670n,computer bn:00021464n,state machine bn:00212740n,example bn:00032100n,number bn:00058285n,automata bn:00007371n,finite bn:00102992a,automata theory bn:00152075n,;C7,;
26;1;8;1;mathematics bn:00053823n,state transition bn:03348716n,triggering bn:00082306v,occurring bn:00085337v,america bn:00003341n,possibility bn:00045632n,definition bn:00025928n,summary bn:00075142n,;C2,;
27;1;9;1;statecharts bn:01128895n,state machine bn:00212740n,problem bn:00048242n,concept bn:00021547n,sec bn:00068672n,require bn:00091028v,second bn:00095974a,merely bn:00114626r,simple bn:00098053a,;C1,;
28;1;10;1;computer bn:00021464n,systems bn:15125301n,language bn:00049910n,simulation bn:00021496n,nature bn:00057017n,effect bn:00021961n,light bn:00051108n,workflows bn:00081578n,code bn:00020354n,autonomous bn:00097830a,;C3,;
29;1;10;1;statecharts bn:01128895n,communication bn:00021221n,reactive systems bn:02824399n,time bn:00077270n,orthogonality bn:00059586n,broadcast bn:00013234n,c d bn:00016915n,history bn:00044268n,second bn:00095974a,current bn:00096401a,;C4,;
30;1;10;1;diagrams bn:00026817n,complex bn:00100148a,information bn:00046705n,state transition bn:03348716n,possible bn:00108829a,simultaneous bn:00099916a,substates bn:00964536n,entity bn:00031027n,composite bn:00100155a,composite states bn:00892979n,;C6,;
31;1;11;1;automobiles bn:00007309n,number bn:00058285n,state transition bn:03348716n,hierarchical bn:00104156a,possible bn:00108829a,concept bn:00021547n,defined bn:00086465v,definition bn:00025928n,types bn:00016413n,multiple bn:00107028a,stateflow bn:03369007n,;C8,;
32;1;17;1;science bn:00069670n,computer bn:00021464n,david harel bn:03178978n,state bn:00023236n,units bn:00021497n,example bn:00032100n,number bn:00058285n,orthogonality bn:00059586n,semantics bn:00070404n,automata bn:00007371n,determinism bn:00026654n,syntax bn:00062118n,formal syntax bn:01042120n,higraphs bn:01691263n,large number bn:14223782n,interaction diagram bn:02571962n,deterministic finite state automata bn:03499526n,;C5,;
33;0;83;0;science bn:00069670n,computer bn:00021464n,statecharts bn:01128895n,systems bn:15125301n,david harel bn:03178978n,mathematics bn:00053823n,state bn:00023236n,state machine bn:00212740n,diagrams bn:00026817n,communication bn:00021221n,units bn:00021497n,language bn:00049910n,complex bn:00100148a,complex system bn:03086504n,problem bn:00048242n,reactive systems bn:02824399n,example bn:00032100n,automobiles bn:00007309n,networks bn:00024712n,way bn:00033729n,time bn:00077270n,simulation bn:00021496n,set bn:00070697n,output bn:00036821n,information bn:00046705n,tool bn:00077585n,number bn:00058285n,state transition bn:03348716n,nature bn:00057017n,triggering bn:00082306v,hierarchical bn:00104156a,orthogonality bn:00059586n,main bn:00099598a,possible bn:00108829a,broadcast bn:00013234n,semantics bn:00070404n,concept bn:00021547n,occurring bn:00085337v,america bn:00003341n,achieved bn:00082226v,automata bn:00007371n,c d bn:00016915n,sec bn:00068672n,history bn:00044268n,effect bn:00021961n,require bn:00091028v,determinism bn:00026654n,simultaneous bn:00099916a,application bn:00005095n,possibility bn:00045632n,light bn:00051108n,second bn:00095974a,merely bn:00114626r,syntax bn:00062118n,substates bn:00964536n,defined bn:00086465v,formal syntax bn:01042120n,definition bn:00025928n,subset bn:00074971n,management bn:00053116n,higraphs bn:01691263n,finite bn:00102992a,new york bn:00041611n,automata theory bn:00152075n,entity bn:00031027n,types bn:00016413n,multiple bn:00107028a,composite bn:00100155a,sequence bn:00070574n,large number bn:14223782n,workflows bn:00081578n,strategy bn:00069579n,code bn:00020354n,current bn:00096401a,traffic light bn:00074441n,bit bn:00010731n,summary bn:00075142n,autonomous bn:00097830a,stateflow bn:03369007n,composite states bn:00892979n,simple bn:00098053a,interaction diagram bn:02571962n,deterministic finite state automata bn:03499526n,;;
