X ; C1.csv ; C2.csv ; C4.csv ; C7.csv ; C8.csv ; C9.csv
page web bn:00080778n ; 0 ; 0 ; 0 ; 0 ; 0.1 ; 0
navigateur bn:00013447n ; 0 ; 0.222222 ; 0 ; 0.333333 ; 0.25 ; 0.263158
serveur web bn:02705179n ; 0 ; 0.266667 ; 0.235294 ; 0 ; 0 ; 0.235294
fichier bn:00021475n ; 0.181818 ; 0 ; 0 ; 0 ; 0 ; 0.133333
client bn:00019764n ; 0.181818 ; 0 ; 0.133333 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0.133333 ; 0.181818 ; 0 ; 0
donnée bn:00025314n ; 0 ; 0.266667 ; 0.235294 ; 0.307692 ; 0 ; 0
php bn:01753580n ; 0.307692 ; 0 ; 0.235294 ; 0 ; 0 ; 0.235294
code bn:00020354n ; 0 ; 0 ; 0.133333 ; 0 ; 0 ; 0.133333
texte bn:00076732n ; 0 ; 0 ; 0 ; 0.181818 ; 0 ; 0.133333
concerner bn:00083240v ; 0 ; 0 ; 0.133333 ; 0.181818 ; 0 ; 0
délimiter bn:00086464v ; 0 ; 0 ; 0.133333 ; 0 ; 0.181818 ; 0
url bn:00079080n ; 0.307692 ; 0 ; 0.235294 ; 0 ; 0 ; 0.235294
case à cocher bn:03157691n ; 0.307692 ; 0 ; 0.235294 ; 0 ; 0 ; 0.235294
post bn:01500184n ; 0 ; 0.153846 ; 0 ; 0 ; 0 ; 0.133333
nombre bn:00058285n ; 0 ; 0 ; 0.235294 ; 0.307692 ; 0.307692 ; 0
text bn:14981519n ; 0.307692 ; 0.266667 ; 0.235294 ; 0 ; 0 ; 0
langage bn:00049910n ; 0.230769 ; 0 ; 0 ; 0 ; 0.230769 ; 0.25
utilisateur bn:00079373n ; 0 ; 0 ; 0.133333 ; 0 ; 0 ; 0.133333
case bn:04777941n ; 0.307692 ; 0.266667 ; 0 ; 0 ; 0 ; 0.235294
associer bn:00082868v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0714286
personne bn:00046516n ; 0 ; 0 ; 0.235294 ; 0 ; 0.307692 ; 0.235294
méthode post bn:00045088n ; 0 ; 0.222222 ; 0 ; 0.333333 ; 0.25 ; 0.263158
mysql bn:01225760n ; 0 ; 0 ; 0.0714286 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0.1 ; 0
jour bn:00000086n ; 0.1 ; 0 ; 0 ; 0 ; 0 ; 0
site bn:00047172n ; 0.181818 ; 0.153846 ; 0 ; 0 ; 0 ; 0
france bn:00036202n ; 0 ; 0.0833333 ; 0 ; 0 ; 0 ; 0
langage de script bn:01431715n ; 0 ; 0.0833333 ; 0 ; 0 ; 0 ; 0
interpréter bn:00089840v ; 0 ; 0 ; 0 ; 0 ; 0.1 ; 0
côté serveur bn:03816678n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0714286
serveur bn:00044916n ; 0 ; 0 ; 0.235294 ; 0 ; 0.307692 ; 0.235294
typage bn:00016413n ; 0 ; 0 ; 0 ; 0.1 ; 0 ; 0
foreach bn:03463379n ; 0 ; 0.266667 ; 0.235294 ; 0 ; 0 ; 0.235294
list bn:04720346n ; 0 ; 0.153846 ; 0 ; 0 ; 0 ; 0.133333
cle bn:04756252n ; 0 ; 0.266667 ; 0.235294 ; 0 ; 0 ; 0.235294
mot bn:00081546n ; 0 ; 0.153846 ; 0.133333 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0 ; 0.0833333 ; 0 ; 0 ; 0 ; 0
session bn:03751534n ; 0 ; 0.153846 ; 0.133333 ; 0 ; 0 ; 0
afficher bn:00087013v ; 0 ; 0 ; 0.0714286 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0.1 ; 0
header bn:00043309n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0714286
accéder bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0714286
paris bn:00015540n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0714286
classe bn:03608262n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0714286
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0714286
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0714286
visiteur bn:03106425n ; 0 ; 0 ; 0 ; 0 ; 0.1 ; 0
