Concept ID;Level;Nb Obj;Nb Att;Objects;Attributes;
0;9;0;11;;C1,C12,C13,C14,C16,C18,C2,C4,C7,C8,C9,;
1;5;1;5;mise en forme bn:01681906n,;C1,C13,C14,C18,C4,;
2;8;1;9;affichage bn:00010421n,;C1,C12,C14,C16,C18,C2,C4,C7,C9,;
3;6;1;7;champ de saisie bn:03113401n,;C1,C13,C14,C2,C4,C8,C9,;
4;8;1;9;booléen bn:00294693n,;C1,C12,C13,C14,C16,C2,C4,C7,C8,;
5;6;1;8;logiques bn:00051845n,;C1,C12,C14,C16,C2,C7,C8,C9,;
6;5;1;5;prenom bn:15996005n,;C1,C18,C7,C8,C9,;
7;5;1;5;boucle while bn:03237310n,;C1,C12,C18,C8,C9,;
8;8;1;10;switch bn:01071927n,;C12,C13,C14,C16,C18,C2,C4,C7,C8,C9,;
9;4;2;4;base de donnée bn:00025333n,champ de saisie bn:03113401n,;C1,C13,C8,C9,;
10;7;2;7;java bn:00048043n,booléen bn:00294693n,;C1,C12,C13,C14,C16,C2,C7,;
11;5;2;5;affichage bn:00010421n,champ de saisie bn:03113401n,;C1,C14,C2,C4,C9,;
12;7;2;7;affichage bn:00010421n,booléen bn:00294693n,;C1,C12,C14,C16,C2,C4,C7,;
13;7;2;7;affichage bn:00010421n,logiques bn:00051845n,;C1,C12,C14,C16,C2,C7,C9,;
14;7;2;7;affichage bn:00010421n,définition bn:00025928n,;C1,C12,C14,C16,C18,C4,C9,;
15;5;2;5;affichage bn:00010421n,détruire bn:00084204v,;C1,C12,C18,C7,C9,;
16;7;2;8;affichage bn:00010421n,switch bn:01071927n,;C12,C14,C16,C18,C2,C4,C7,C9,;
17;5;2;6;champ de saisie bn:03113401n,booléen bn:00294693n,;C1,C13,C14,C2,C4,C8,;
18;5;2;5;champ de saisie bn:03113401n,logiques bn:00051845n,;C1,C14,C2,C8,C9,;
19;5;2;6;champ de saisie bn:03113401n,switch bn:01071927n,;C13,C14,C2,C4,C8,C9,;
20;7;2;7;booléen bn:00294693n,logiques bn:00051845n,;C1,C12,C14,C16,C2,C7,C8,;
21;7;2;8;booléen bn:00294693n,switch bn:01071927n,;C12,C13,C14,C16,C2,C4,C7,C8,;
22;4;2;4;addition bn:00001296n,soustraction bn:00055233n,;C1,C12,C13,C9,;
23;4;2;4;logiques bn:00051845n,prenom bn:15996005n,;C1,C7,C8,C9,;
24;4;2;4;logiques bn:00051845n,boucle while bn:03237310n,;C1,C12,C8,C9,;
25;5;2;7;logiques bn:00051845n,switch bn:01071927n,;C12,C14,C16,C2,C7,C8,C9,;
26;4;2;4;prenom bn:15996005n,boucle while bn:03237310n,;C1,C18,C8,C9,;
27;4;2;4;prenom bn:15996005n,switch bn:01071927n,;C18,C7,C8,C9,;
28;5;2;5;multiplication bn:00056300n,switch bn:01071927n,;C12,C13,C16,C4,C9,;
29;4;2;5;switch bn:01071927n,delete bn:00941697n,;C12,C13,C14,C18,C8,;
30;5;2;5;switch bn:01071927n,insert bn:03795444n,;C12,C13,C14,C8,C9,;
31;4;2;4;switch bn:01071927n,message bn:00521573n,;C12,C16,C18,C8,;
32;4;2;4;switch bn:01071927n,pdf bn:01745594n,;C13,C16,C18,C4,;
33;3;2;3;switch bn:01071927n,déconnexion bn:00027504n,;C13,C18,C9,;
34;5;2;5;switch bn:01071927n,doctype bn:15839327n,;C14,C16,C4,C8,C9,;
35;5;2;5;switch bn:01071927n,comparaison bn:00021304n,;C16,C18,C2,C8,C9,;
36;5;3;5;client serveur bn:03496583n,affichage bn:00010421n,définition bn:00025928n,;C1,C14,C16,C18,C9,;
