Concept ID;Level;Nb Obj;Nb Att;Objects;Attributes;
0;4;0;10;;C1,C2,C3,C4,C5,C6,C7,C8,C9,CJA,;
1;3;1;3;donnée bn:00025314n,;C6,C8,C9,;
2;2;1;2;commentaire bn:00020978n,;C2,CJA,;
3;2;1;2;délimiter bn:00086464v,;C1,C2,;
4;2;1;2;personne bn:00046516n,;C1,C6,;
5;2;1;2;méthode post bn:00045088n,;C4,C5,;
6;2;1;2;site bn:00047172n,;C7,C8,;
7;2;1;2;langage de script bn:01431715n,;C4,C9,;
8;2;1;2;timestamp bn:03603649n,;C3,C7,;
9;2;2;2;donnée bn:00025314n,text bn:14981519n,;C8,C9,;
10;1;3;1;méthode post bn:00045088n,langage de script bn:01431715n,list bn:04720346n,;C4,;
11;1;3;1;programmation bn:00021493n,timestamp bn:03603649n,files bn:00065682n,;C3,;
12;1;5;1;méthode post bn:00045088n,xml bn:02771436n,configuration bn:03088982n,composer bn:14766022n,doctype bn:15839327n,;C5,;
13;1;6;1;base de donnée bn:00025333n,donnée bn:00025314n,personne bn:00046516n,insert bn:03795444n,varchar bn:01838409n,null bn:15898583n,;C6,;
14;1;6;1;java bn:00048043n,commentaire bn:00020978n,méthode bn:01641329n,classe bn:03608262n,mise bn:00016287n,publique bn:00109211a,;CJA,;
15;1;9;1;fichier bn:00021475n,commentaire bn:00020978n,délimiter bn:00086464v,case à cocher bn:03157691n,interpréter bn:00089840v,côté serveur bn:03816678n,serveur bn:00044916n,côté client bn:03163702n,pointeur bn:03222272n,;C2,;
16;1;9;1;donnée bn:00025314n,text bn:14981519n,langage de script bn:01431715n,typage bn:00016413n,mot bn:00081546n,moteur bn:00030850n,affiche bn:00087013v,transaction bn:01403911n,visiteur bn:03106425n,;C9,;
17;1;11;1;page web bn:00080778n,navigateur bn:00013447n,serveur web bn:02705179n,texte bn:00076732n,concerner bn:00083240v,délimiter bn:00086464v,utilisateur bn:00079373n,associer bn:00082868v,personne bn:00046516n,machine bn:00054050n,mysql bn:01225760n,;C1,;
18;1;11;1;url bn:00079080n,langage bn:00049910n,case bn:04777941n,fermeture bn:16858148n,site bn:00047172n,timestamp bn:03603649n,session bn:03751534n,chaîne bn:00074685n,entête bn:00043309n,valeur bn:00079508n,avoir accès bn:00082209v,;C7,;
19;1;12;1;donnée bn:00025314n,php bn:01753580n,code bn:00020354n,fois bn:00032768n,post bn:01500184n,text bn:14981519n,jour bn:00000086n,site bn:00047172n,foreach bn:03463379n,cle bn:04756252n,class bn:03598962n,mysqli bn:01438356n,;C8,;
20;0;65;0;page web bn:00080778n,navigateur bn:00013447n,serveur web bn:02705179n,fichier bn:00021475n,base de donnée bn:00025333n,donnée bn:00025314n,php bn:01753580n,java bn:00048043n,code bn:00020354n,texte bn:00076732n,concerner bn:00083240v,commentaire bn:00020978n,délimiter bn:00086464v,fois bn:00032768n,url bn:00079080n,case à cocher bn:03157691n,post bn:01500184n,text bn:14981519n,langage bn:00049910n,utilisateur bn:00079373n,case bn:04777941n,associer bn:00082868v,personne bn:00046516n,méthode post bn:00045088n,fermeture bn:16858148n,machine bn:00054050n,mysql bn:01225760n,jour bn:00000086n,programmation bn:00021493n,site bn:00047172n,langage de script bn:01431715n,interpréter bn:00089840v,côté serveur bn:03816678n,serveur bn:00044916n,côté client bn:03163702n,typage bn:00016413n,foreach bn:03463379n,pointeur bn:03222272n,list bn:04720346n,méthode bn:01641329n,cle bn:04756252n,mot bn:00081546n,timestamp bn:03603649n,session bn:03751534n,chaîne bn:00074685n,classe bn:03608262n,moteur bn:00030850n,xml bn:02771436n,entête bn:00043309n,files bn:00065682n,class bn:03598962n,affiche bn:00087013v,configuration bn:03088982n,insert bn:03795444n,varchar bn:01838409n,mise bn:00016287n,transaction bn:01403911n,valeur bn:00079508n,visiteur bn:03106425n,publique bn:00109211a,composer bn:14766022n,doctype bn:15839327n,mysqli bn:01438356n,null bn:15898583n,avoir accès bn:00082209v,;;
